session_id,vin,ets_value,ignition_on,battery_voltage
70000120240403000000,12345123451234500,221,1,15
70000120240403000000,12345123451234500,186,1,13
70000120240403000000,12345123451234500,221,1,15
70000120240403000000,12345123451234500,187,0,15
70000120240403000000,12345123451234500,195,0,12
70000120240403000000,12345123451234500,245,1,13
70000120240403000000,12345123451234500,193,0,10
70000120240403000000,12345123451234500,189,0,12
70000120240403000000,12345123451234500,240,0,12
70000120240403000000,12345123451234500,237,1,12
70000120240403000000,12345123451234500,226,0,13
70000120240403000000,12345123451234500,243,1,13
70000120240403000000,12345123451234500,191,1,13
70000120240403000000,12345123451234500,242,1,9
70000120240403000000,12345123451234500,188,1,10
70000120240403000000,12345123451234500,196,0,13
70000120240403000000,12345123451234500,223,0,12
70000120240403000000,12345123451234500,238,1,9
70000120240403000000,12345123451234500,216,1,15
70000120240403000000,12345123451234500,215,0,15
70000120240403000000,12345123451234500,189,1,12
70000120240403000000,12345123451234500,234,0,10
70000120240403000000,12345123451234500,242,1,12
70000120240403000000,12345123451234500,204,1,14
70000120240403000000,12345123451234500,195,1,14
70000120240403000000,12345123451234500,191,0,9
70000120240403000000,12345123451234500,234,1,14
70000120240403000000,12345123451234500,238,1,15
70000120240403000000,12345123451234500,206,1,9
70000120240403000000,12345123451234500,250,1,9
70000120240403000000,12345123451234500,183,1,13
70000120240403000000,12345123451234500,216,0,9
70000120240403000000,12345123451234500,199,1,14
70000120240403000000,12345123451234500,187,1,13
70000120240403000000,12345123451234500,227,0,10
70000120240403000000,12345123451234500,225,1,9
70000120240403000000,12345123451234500,198,1,12
70000120240403000000,12345123451234500,238,1,15
70000120240403000000,12345123451234500,186,1,13
70000120240403000000,12345123451234500,196,0,9
70000120240403000000,12345123451234500,243,1,15
70000120240403000000,12345123451234500,220,0,13
70000120240403000000,12345123451234500,231,1,14
70000120240403000000,12345123451234500,220,0,14
70000120240403000000,12345123451234500,189,0,15
70000120240403000000,12345123451234500,208,0,10
70000120240403000000,12345123451234500,198,1,15
70000120240403000000,12345123451234500,244,0,11
70000120240403000000,12345123451234500,214,0,15
70000120240403000000,12345123451234500,202,1,9
70000120240403000000,12345123451234500,221,1,13
70000120240403000000,12345123451234500,205,1,13
70000120240403000000,12345123451234500,197,1,14
70000120240403000000,12345123451234500,184,0,10
70000120240403000000,12345123451234500,218,0,10
70000120240403000000,12345123451234500,188,1,12
70000120240403000000,12345123451234500,209,1,14
70000120240403000000,12345123451234500,205,0,13
70000120240403000000,12345123451234500,208,1,9
70000120240403000000,12345123451234500,216,1,12
70000120240403000000,12345123451234500,219,0,9
70000120240403000000,12345123451234500,224,0,11
70000120240403000000,12345123451234500,199,0,9
70000120240403000000,12345123451234500,182,1,9
70000120240403000000,12345123451234500,235,0,14
70000120240403000000,12345123451234500,235,1,11
70000120240403000000,12345123451234500,229,1,11
70000120240403000000,12345123451234500,198,1,13
70000120240403000000,12345123451234500,188,1,11
70000120240403000000,12345123451234500,191,1,12
70000120240403000000,12345123451234500,222,1,14
70000120240403000000,12345123451234500,224,1,14
70000120240403000000,12345123451234500,247,1,15
70000120240403000000,12345123451234500,234,0,12
70000120240403000000,12345123451234500,221,0,9
70000120240403000000,12345123451234500,189,1,14
70000120240403000000,12345123451234500,242,0,15
70000120240403000000,12345123451234500,212,1,10
70000120240403000000,12345123451234500,195,1,11
70000120240403000000,12345123451234500,227,1,9
70000120240403000000,12345123451234500,181,1,11
70000120240403000000,12345123451234500,232,0,12
70000120240403000000,12345123451234500,220,1,12
70000120240403000000,12345123451234500,191,1,9
70000120240403000000,12345123451234500,223,1,13
70000120240403000000,12345123451234500,180,0,11
70000120240403000000,12345123451234500,228,1,14
70000120240403000000,12345123451234500,233,0,14
70000120240403000000,12345123451234500,185,0,15
70000120240403000000,12345123451234500,230,1,11
70000120240403000000,12345123451234500,228,0,10
70000120240403000000,12345123451234500,198,1,15
70000120240403000000,12345123451234500,214,0,11
70000120240403000000,12345123451234500,211,1,15
70000120240403000000,12345123451234500,231,0,10
70000120240403000000,12345123451234500,224,0,11
70000120240403000000,12345123451234500,180,0,14
70000120240403000000,12345123451234500,245,1,11
70000120240403000000,12345123451234500,222,1,15
70000120240403000000,12345123451234500,200,1,10
70000120240403000000,12345123451234500,214,1,14
70000120240403000000,12345123451234500,197,1,14
70000120240403000000,12345123451234500,209,1,9
70000120240403000000,12345123451234500,236,1,13
70000120240403000000,12345123451234500,240,0,15
70000120240403000000,12345123451234500,246,1,10
70000120240403000000,12345123451234500,197,1,10
70000120240403000000,12345123451234500,243,0,14
70000120240403000000,12345123451234500,209,1,10
70000120240403000000,12345123451234500,186,1,12
70000120240403000000,12345123451234500,187,1,14
70000120240403000000,12345123451234500,239,0,10
70000120240403000000,12345123451234500,180,0,15
70000120240403000000,12345123451234500,187,1,14
70000120240403000000,12345123451234500,187,0,14
70000120240403000000,12345123451234500,220,1,14
70000120240403000000,12345123451234500,244,0,14
70000120240403000000,12345123451234500,236,0,10
70000120240403000000,12345123451234500,227,1,13
70000120240403000000,12345123451234500,186,1,12
70000120240403000000,12345123451234500,209,0,9
70000120240403000000,12345123451234500,221,0,9
70000120240403000000,12345123451234500,234,1,14
70000120240403000000,12345123451234500,250,1,15
70000120240403000000,12345123451234500,190,1,9
70000120240403000000,12345123451234500,241,1,14
70000120240403000000,12345123451234500,199,0,15
70000120240403000000,12345123451234500,217,0,13
70000120240403000000,12345123451234500,185,0,9
70000120240403000000,12345123451234500,237,1,11
70000120240403000000,12345123451234500,224,0,13
70000120240403000000,12345123451234500,230,0,11
70000120240403000000,12345123451234500,224,1,11
70000120240403000000,12345123451234500,203,1,9
70000120240403000000,12345123451234500,206,0,14
70000120240403000000,12345123451234500,202,0,12
70000120240403000000,12345123451234500,248,0,10
70000120240403000000,12345123451234500,209,1,12
70000120240403000000,12345123451234500,239,0,9
70000120240403000000,12345123451234500,194,0,10
70000120240403000000,12345123451234500,224,0,13
70000120240403000000,12345123451234500,194,1,11
70000120240403000000,12345123451234500,228,1,10
70000120240403000000,12345123451234500,224,1,11
70000120240403000000,12345123451234500,237,0,12
70000120240403000000,12345123451234500,247,1,10
70000120240403000000,12345123451234500,213,0,12
70000120240403000000,12345123451234500,185,0,9
70000120240403000000,12345123451234500,190,1,12
70000120240403000000,12345123451234500,187,1,11
70000120240403000000,12345123451234500,231,1,15
70000120240403000000,12345123451234500,239,0,12
70000120240403000000,12345123451234500,189,1,10
70000120240403000000,12345123451234500,186,0,9
70000120240403000000,12345123451234500,196,1,12
70000120240403000000,12345123451234500,206,1,13
70000120240403000000,12345123451234500,184,0,14
70000120240403000000,12345123451234500,184,0,12
70000120240403000000,12345123451234500,199,1,11
70000120240403000000,12345123451234500,186,1,9
70000120240403000000,12345123451234500,242,0,14
70000120240403000000,12345123451234500,208,0,12
70000120240403000000,12345123451234500,221,0,14
70000120240403000000,12345123451234500,207,1,10
70000120240403000000,12345123451234500,215,1,9
70000120240403000000,12345123451234500,237,1,15
70000120240403000000,12345123451234500,191,1,9
70000120240403000000,12345123451234500,218,0,10
70000120240403000000,12345123451234500,226,0,12
70000120240403000000,12345123451234500,209,0,14
70000120240403000000,12345123451234500,183,1,15
70000120240403000000,12345123451234500,207,0,15
70000120240403000000,12345123451234500,209,0,11
70000120240403000000,12345123451234500,215,1,13
70000120240403000000,12345123451234500,208,0,12
70000120240403000000,12345123451234500,186,0,14
70000120240403000000,12345123451234500,236,1,15
70000120240403000000,12345123451234500,193,1,11
70000120240403000000,12345123451234500,199,0,10
70000120240403000000,12345123451234500,198,1,13
70000120240403000000,12345123451234500,217,0,13
70000120240403000000,12345123451234500,218,0,13
70000120240403000000,12345123451234500,182,1,13
70000120240403000000,12345123451234500,202,1,14
70000120240403000000,12345123451234500,230,0,15
70000120240403000000,12345123451234500,249,0,15
70000120240403000000,12345123451234500,224,0,13
70000120240403000000,12345123451234500,219,0,14
70000120240403000000,12345123451234500,197,0,10
70000120240403000000,12345123451234500,234,0,13
70000120240403000000,12345123451234500,218,0,11
70000120240403000000,12345123451234500,214,1,15
70000120240403000000,12345123451234500,225,1,15
70000120240403000000,12345123451234500,235,1,12
70000120240403000000,12345123451234500,184,0,14
70000120240403000000,12345123451234500,249,1,14
70000120240403000000,12345123451234500,231,0,11
70000120240403000000,12345123451234500,233,1,9
70000120240403000000,12345123451234500,246,0,13
70000120240403000000,12345123451234500,210,1,15
70000120240403000000,12345123451234500,197,1,15
70000120240403000000,12345123451234500,228,0,13
70000120240403000000,12345123451234500,221,0,14
70000120240403000000,12345123451234500,207,0,13
70000120240403000000,12345123451234500,249,0,14
70000120240403000000,12345123451234500,189,1,10
70000120240403000000,12345123451234500,208,0,15
70000120240403000000,12345123451234500,231,1,11
70000120240403000000,12345123451234500,233,1,12
70000120240403000000,12345123451234500,213,1,9
70000120240403000000,12345123451234500,220,1,15
70000120240403000000,12345123451234500,200,1,11
70000120240403000000,12345123451234500,210,0,13
70000120240403000000,12345123451234500,237,1,12
70000120240403000000,12345123451234500,241,1,13
70000120240403000000,12345123451234500,202,1,10
70000120240403000000,12345123451234500,180,0,10
70000120240403000000,12345123451234500,190,0,12
70000120240403000000,12345123451234500,194,1,10
70000120240403000000,12345123451234500,199,1,9
70000120240403000000,12345123451234500,203,1,11
70000120240403000000,12345123451234500,217,1,9
70000120240403000000,12345123451234500,225,0,9
70000120240403000000,12345123451234500,181,0,15
70000120240403000000,12345123451234500,243,1,11
70000120240403000000,12345123451234500,192,0,10
70000120240403000000,12345123451234500,242,0,14
70000120240403000000,12345123451234500,201,0,10
70000120240403000000,12345123451234500,203,1,9
70000120240403000000,12345123451234500,210,0,10
70000120240403000000,12345123451234500,223,1,11
70000120240403000000,12345123451234500,250,1,9
70000120240403000000,12345123451234500,238,0,10
70000120240403000000,12345123451234500,196,0,15
70000120240403000000,12345123451234500,189,1,13
70000120240403000000,12345123451234500,190,0,11
70000120240403000000,12345123451234500,224,0,13
70000120240403000000,12345123451234500,223,0,10
70000120240403000000,12345123451234500,223,1,13
70000120240403000000,12345123451234500,209,0,10
70000120240403000000,12345123451234500,220,1,12
70000120240403000000,12345123451234500,225,0,10
70000120240403000000,12345123451234500,187,0,14
70000120240403000000,12345123451234500,235,0,11
70000120240403000000,12345123451234500,209,0,15
70000120240403000000,12345123451234500,249,1,14
70000120240403000000,12345123451234500,247,0,13
70000120240403000000,12345123451234500,213,0,11
70000120240403000000,12345123451234500,206,0,14
70000120240403000000,12345123451234500,248,0,10
70000120240403000000,12345123451234500,216,0,15
70000120240403000000,12345123451234500,201,0,12
70000120240403000000,12345123451234500,226,1,14
70000120240403000000,12345123451234500,220,0,13
70000120240403000000,12345123451234500,225,0,15
70000120240403000000,12345123451234500,189,0,15
70000120240403000000,12345123451234500,220,0,13
70000120240403000000,12345123451234500,203,1,13
70000120240403000000,12345123451234500,232,1,10
70000120240403000000,12345123451234500,213,0,10
70000120240403000000,12345123451234500,181,0,9
70000120240403000000,12345123451234500,217,1,9
70000120240403000000,12345123451234500,204,0,15
70000120240403000000,12345123451234500,243,1,9
70000120240403000000,12345123451234500,181,0,14
70000120240403000000,12345123451234500,209,1,9
70000120240403000000,12345123451234500,204,1,13
70000120240403000000,12345123451234500,248,1,11
70000120240403000000,12345123451234500,248,0,10
70000120240403000000,12345123451234500,211,0,15
70000120240403000000,12345123451234500,189,1,10
70000120240403000000,12345123451234500,224,0,11
70000120240403000000,12345123451234500,188,1,10
70000120240403000000,12345123451234500,200,1,10
70000120240403000000,12345123451234500,211,0,11
70000120240403000000,12345123451234500,203,1,13
70000120240403000000,12345123451234500,186,1,13
70000120240403000000,12345123451234500,203,1,10
70000120240403000000,12345123451234500,196,1,9
70000120240403000000,12345123451234500,236,1,10
70000120240403000000,12345123451234500,224,0,14
70000120240403000000,12345123451234500,196,1,10
70000120240403000000,12345123451234500,240,1,10
70000120240403000000,12345123451234500,238,1,13
70000120240403000000,12345123451234500,180,0,13
70000120240403000000,12345123451234500,186,1,12
70000120240403000000,12345123451234500,199,0,10
70000120240403000000,12345123451234500,197,1,13
70000120240403000000,12345123451234500,229,1,12
70000120240403000000,12345123451234500,193,0,12
70000120240403000000,12345123451234500,207,1,12
70000120240403000000,12345123451234500,220,0,11
70000120240403000000,12345123451234500,196,1,15
70000120240403000000,12345123451234500,215,1,15
70000120240403000000,12345123451234500,187,1,11
70000120240403000000,12345123451234500,249,0,11
70000120240403000000,12345123451234500,220,0,10
70000120240403000000,12345123451234500,235,1,14
70000120240403000000,12345123451234500,219,1,12
70000120240403000000,12345123451234500,240,1,11
70000120240403000000,12345123451234500,180,0,9
70000120240403000000,12345123451234500,230,0,11
70000120240403000000,12345123451234500,203,1,9
70000120240403000000,12345123451234500,231,1,13
70000120240403000000,12345123451234500,183,0,12
70000120240403000000,12345123451234500,233,0,13
70000120240403000000,12345123451234500,238,1,9
70000120240403000000,12345123451234500,190,0,9
70000120240403000000,12345123451234500,215,1,9
70000120240403000000,12345123451234500,242,0,12
70000120240403000000,12345123451234500,182,1,9
70000120240403000000,12345123451234500,223,0,9
70000120240403000000,12345123451234500,249,0,12
70000120240403000000,12345123451234500,205,0,12
70000120240403000000,12345123451234500,250,0,13
70000120240403000000,12345123451234500,212,1,11
70000120240403000000,12345123451234500,249,0,12
70000120240403000000,12345123451234500,231,0,12
70000120240403000000,12345123451234500,194,1,11
70000120240403000000,12345123451234500,237,0,15
70000120240403000000,12345123451234500,182,1,10
70000120240403000000,12345123451234500,182,0,15
70000120240403000000,12345123451234500,196,0,12
70000120240403000000,12345123451234500,247,0,13
70000120240403000000,12345123451234500,213,1,11
70000120240403000000,12345123451234500,250,1,14
70000120240403000000,12345123451234500,207,1,13
70000120240403000000,12345123451234500,235,1,12
70000120240403000000,12345123451234500,224,1,13
70000120240403000000,12345123451234500,232,1,9
70000120240403000000,12345123451234500,213,1,15
70000120240403000000,12345123451234500,200,0,14
70000120240403000000,12345123451234500,181,1,12
70000120240403000000,12345123451234500,209,0,14
70000120240403000000,12345123451234500,200,1,10
70000120240403000000,12345123451234500,184,0,11
70000120240403000000,12345123451234500,210,0,10
70000120240403000000,12345123451234500,197,1,14
70000120240403000000,12345123451234500,198,1,14
70000120240403000000,12345123451234500,220,1,13
70000120240403000000,12345123451234500,211,1,13
70000120240403000000,12345123451234500,206,1,13
70000120240403000000,12345123451234500,244,1,10
70000120240403000000,12345123451234500,242,1,12
70000120240403000000,12345123451234500,234,1,13
70000120240403000000,12345123451234500,248,0,14
70000120240403000000,12345123451234500,200,0,9
70000120240403000000,12345123451234500,200,1,12
70000120240403000000,12345123451234500,209,1,12
70000120240403000000,12345123451234500,249,1,9
70000120240403000000,12345123451234500,203,1,10
70000120240403000000,12345123451234500,222,1,14
70000120240403000000,12345123451234500,248,0,14
70000120240403000000,12345123451234500,208,0,9
70000120240403000000,12345123451234500,247,0,9
70000120240403000000,12345123451234500,181,0,10
70000120240403000000,12345123451234500,221,0,11
70000120240403000000,12345123451234500,250,0,12
70000120240403000000,12345123451234500,223,0,11
70000120240403000000,12345123451234500,228,0,11
70000120240403000000,12345123451234500,230,0,10
70000120240403000000,12345123451234500,222,1,10
70000120240403000000,12345123451234500,245,1,13
70000120240403000000,12345123451234500,212,0,15
70000120240403000000,12345123451234500,208,1,9
70000120240403000000,12345123451234500,224,1,13
70000120240403000000,12345123451234500,192,0,14
70000120240403000000,12345123451234500,181,1,11
70000120240403000000,12345123451234500,184,0,12
70000120240403000000,12345123451234500,201,0,14
70000120240403000000,12345123451234500,218,0,10
70000120240403000000,12345123451234500,193,0,13
70000120240403000000,12345123451234500,195,1,13
70000120240403000000,12345123451234500,246,1,9
70000120240403000000,12345123451234500,218,1,14
70000120240403000000,12345123451234500,217,0,12
70000120240403000000,12345123451234500,236,1,10
70000120240403000000,12345123451234500,191,1,11
70000120240403000000,12345123451234500,188,0,10
70000120240403000000,12345123451234500,206,0,14
70000120240403000000,12345123451234500,226,1,11
70000120240403000000,12345123451234500,241,1,14
70000120240403000000,12345123451234500,194,0,13
70000120240403000000,12345123451234500,182,0,10
70000120240403000000,12345123451234500,231,0,10
70000120240403000000,12345123451234500,246,0,11
70000120240403000000,12345123451234500,243,1,14
70000120240403000000,12345123451234500,214,0,12
70000120240403000000,12345123451234500,244,0,11
70000120240403000000,12345123451234500,200,1,14
70000120240403000000,12345123451234500,186,0,14
70000120240403000000,12345123451234500,220,1,11
70000120240403000000,12345123451234500,230,0,10
70000120240403000000,12345123451234500,203,0,12
70000120240403000000,12345123451234500,234,0,10
70000120240403000000,12345123451234500,245,0,14
70000120240403000000,12345123451234500,193,0,12
70000120240403000000,12345123451234500,243,1,12
70000120240403000000,12345123451234500,203,1,15
70000120240403000000,12345123451234500,231,1,13
70000120240403000000,12345123451234500,238,1,15
70000120240403000000,12345123451234500,199,1,11
70000120240403000000,12345123451234500,219,1,12
70000120240403000000,12345123451234500,237,0,13
70000120240403000000,12345123451234500,227,1,15
70000120240403000000,12345123451234500,180,0,15
70000120240403000000,12345123451234500,230,0,13
70000120240403000000,12345123451234500,181,0,9
70000120240403000000,12345123451234500,220,0,11
70000120240403000000,12345123451234500,188,1,12
70000120240403000000,12345123451234500,220,0,12
70000120240403000000,12345123451234500,215,0,10
70000120240403000000,12345123451234500,215,0,13
70000120240403000000,12345123451234500,225,0,13
70000120240403000000,12345123451234500,199,1,13
70000120240403000000,12345123451234500,200,1,15
70000120240403000000,12345123451234500,236,1,15
70000120240403000000,12345123451234500,199,0,12
70000120240403000000,12345123451234500,211,0,14
70000120240403000000,12345123451234500,234,0,12
70000120240403000000,12345123451234500,220,0,10
70000120240403000000,12345123451234500,237,0,14
70000120240403000000,12345123451234500,203,1,9
70000120240403000000,12345123451234500,181,1,15
70000120240403000000,12345123451234500,219,0,10
70000120240403000000,12345123451234500,183,0,15
70000120240403000000,12345123451234500,233,0,14
70000120240403000000,12345123451234500,197,0,11
70000120240403000000,12345123451234500,192,1,14
70000120240403000000,12345123451234500,233,0,14
70000120240403000000,12345123451234500,209,1,14
70000120240403000000,12345123451234500,233,0,11
70000120240403000000,12345123451234500,235,0,14
70000120240403000000,12345123451234500,227,0,11
70000120240403000000,12345123451234500,243,1,10
70000120240403000000,12345123451234500,247,0,12
70000120240403000000,12345123451234500,199,0,9
70000120240403000000,12345123451234500,220,0,11
70000120240403000000,12345123451234500,209,0,14
70000120240403000000,12345123451234500,242,1,11
70000120240403000000,12345123451234500,181,1,15
70000120240403000000,12345123451234500,181,0,11
70000120240403000000,12345123451234500,182,1,14
70000120240403000000,12345123451234500,186,1,14
70000120240403000000,12345123451234500,242,0,11
70000120240403000000,12345123451234500,233,1,10
70000120240403000000,12345123451234500,242,0,9
70000120240403000000,12345123451234500,230,0,12
70000120240403000000,12345123451234500,186,1,12
70000120240403000000,12345123451234500,187,0,13
70000120240403000000,12345123451234500,223,0,9
70000120240403000000,12345123451234500,235,0,13
70000120240403000000,12345123451234500,182,0,12
70000120240403000000,12345123451234500,215,1,11
70000120240403000000,12345123451234500,213,0,9
70000120240403000000,12345123451234500,211,0,9
70000120240403000000,12345123451234500,209,1,15
70000120240403000000,12345123451234500,187,1,9
70000120240403000000,12345123451234500,188,1,11
70000120240403000000,12345123451234500,188,0,13
70000120240403000000,12345123451234500,231,1,11
70000120240403000000,12345123451234500,200,0,13
70000120240403000000,12345123451234500,196,1,14
70000120240403000000,12345123451234500,196,1,13
70000120240403000000,12345123451234500,182,1,15
70000120240403000000,12345123451234500,196,1,11
70000120240403000000,12345123451234500,250,0,10
70000120240403000000,12345123451234500,237,1,14
70000120240403000000,12345123451234500,221,1,10
70000120240403000000,12345123451234500,209,0,11
70000120240403000000,12345123451234500,224,0,11
70000120240403000000,12345123451234500,238,1,13
70000120240403000000,12345123451234500,229,0,10
70000120240403000000,12345123451234500,211,0,14
70000120240403000000,12345123451234500,232,0,10
70000120240403000000,12345123451234500,223,1,14
70000120240403000000,12345123451234500,239,1,10
70000120240403000000,12345123451234500,227,0,12
70000120240403000000,12345123451234500,183,1,10
70000120240403000000,12345123451234500,189,1,13
70000120240403000000,12345123451234500,204,0,15
70000120240403000000,12345123451234500,190,0,13
70000120240403000000,12345123451234500,239,1,11
70000120240403000000,12345123451234500,185,1,12
70000120240403000000,12345123451234500,249,1,11
70000120240403000000,12345123451234500,227,0,10
70000120240403000000,12345123451234500,208,1,15
70000120240403000000,12345123451234500,241,1,14
70000120240403000000,12345123451234500,225,1,12
70000120240403000000,12345123451234500,212,0,15
70000120240403000000,12345123451234500,244,0,12
70000120240403000000,12345123451234500,207,0,9
70000120240403000000,12345123451234500,216,0,13
70000120240403000000,12345123451234500,201,0,12
70000120240403000000,12345123451234500,234,0,9
70000120240403000000,12345123451234500,219,0,15
70000120240403000000,12345123451234500,180,0,11
70000120240403000000,12345123451234500,206,1,10
70000120240403000000,12345123451234500,207,0,13
70000120240403000000,12345123451234500,199,0,13
70000120240403000000,12345123451234500,219,1,10
70000120240403000000,12345123451234500,245,0,12
70000120240403000000,12345123451234500,212,0,15
70000120240403000000,12345123451234500,244,0,12
70000120240403000000,12345123451234500,223,0,15
70000120240403000000,12345123451234500,211,0,12
70000120240403000000,12345123451234500,224,0,13
70000120240403000000,12345123451234500,193,1,9
70000120240403000000,12345123451234500,227,0,9
70000120240403000000,12345123451234500,188,0,11
70000120240403000000,12345123451234500,245,1,11
70000120240403000000,12345123451234500,204,0,13
70000120240403000000,12345123451234500,195,1,12
70000120240403000000,12345123451234500,210,0,13
70000120240403000000,12345123451234500,181,1,11
70000120240403000000,12345123451234500,201,1,12
70000120240403000000,12345123451234500,244,0,12
70000120240403000000,12345123451234500,198,0,15
70000120240403000000,12345123451234500,221,0,15
70000120240403000000,12345123451234500,181,1,11
70000120240403000000,12345123451234500,237,0,9
70000120240403000000,12345123451234500,186,1,9
70000120240403000000,12345123451234500,207,1,9
70000120240403000000,12345123451234500,193,1,12
70000120240403000000,12345123451234500,228,1,13
70000120240403000000,12345123451234500,218,1,9
70000120240403000000,12345123451234500,217,0,12
70000120240403000000,12345123451234500,202,0,11
70000120240403000000,12345123451234500,246,1,14
70000120240403000000,12345123451234500,181,0,14
70000120240403000000,12345123451234500,208,0,14
70000120240403000000,12345123451234500,214,0,14
70000120240403000000,12345123451234500,227,0,13
70000120240403000000,12345123451234500,216,1,11
70000120240403000000,12345123451234500,183,0,11
70000120240403000000,12345123451234500,212,0,14
70000120240403000000,12345123451234500,198,0,14
70000120240403000000,12345123451234500,240,0,10
70000120240403000000,12345123451234500,213,1,15
70000120240403000000,12345123451234500,211,1,10
